1,19714,FUTBOL INFERIORES,500,18/04/2022
2,19873,FUTBOL INFERIORES,500,18/04/2022
3,20266,FUTBOL INFERIORES,500,18/04/2022
4,20926,FUTBOL INFERIORES,500,18/04/2022
5,21184,FUTBOL INFERIORES,500,18/04/2022
6,21414,FUTBOL INFERIORES,500,18/04/2022
7,21810,FUTBOL INFERIORES,500,18/04/2022
8,22309,FUTBOL INFERIORES,500,18/04/2022
9,22310,FUTBOL INFERIORES,500,18/04/2022
10,22311,FUTBOL INFERIORES,500,18/04/2022
11,22338,FUTBOL INFERIORES,500,18/04/2022
12,23353,FUTBOL INFERIORES,500,18/04/2022
13,22361,FUTBOL INFERIORES,500,18/04/2022
14,22362,FUTBOL INFERIORES,500,18/04/2022
15,22364,FUTBOL INFERIORES,500,18/04/2022
16,22369,FUTBOL INFERIORES,500,18/04/2022
17,22376,FUTBOL INFERIORES,500,18/04/2022
18,22420,FUTBOL INFERIORES,500,18/04/2022
19,22450,FUTBOL INFERIORES,500,18/04/2022
20,22455,FUTBOL INFERIORES,500,18/04/2022
21,22460,FUTBOL INFERIORES,500,18/04/2022
22,22474,FUTBOL INFERIORES,500,18/04/2022
23,22476,FUTBOL INFERIORES,500,18/04/2022
24,22510,FUTBOL INFERIORES,500,18/04/2022
25,22514,FUTBOL INFERIORES,500,18/04/2022
26,22518,FUTBOL INFERIORES,500,18/04/2022
27,22532,FUTBOL INFERIORES,500,18/04/2022
28,22533,FUTBOL INFERIORES,500,18/04/2022
29,22536,FUTBOL INFERIORES,500,18/04/2022
30,22541,FUTBOL INFERIORES,500,18/04/2022
31,22552,FUTBOL INFERIORES,500,18/04/2022
32,22556,FUTBOL INFERIORES,500,18/04/2022
33,22557,FUTBOL INFERIORES,500,18/04/2022
34,22561,FUTBOL INFERIORES,500,18/04/2022
35,22567,FUTBOL INFERIORES,500,18/04/2022
36,22573,FUTBOL INFERIORES,500,18/04/2022
37,22576,FUTBOL INFERIORES,500,18/04/2022
38,22579,FUTBOL INFERIORES,500,18/04/2022
39,22580,FUTBOL INFERIORES,500,18/04/2022
40,22587,FUTBOL INFERIORES,500,18/04/2022
41,22629,FUTBOL INFERIORES,500,18/04/2022
42,22664,FUTBOL INFERIORES,500,18/04/2022
43,22665,FUTBOL INFERIORES,500,18/04/2022
44,22675,FUTBOL INFERIORES,500,18/04/2022
45,22676,FUTBOL INFERIORES,500,18/04/2022
46,22709,FUTBOL INFERIORES,500,18/04/2022
47,22711,FUTBOL INFERIORES,500,18/04/2022
48,22723,FUTBOL INFERIORES,500,18/04/2022
49,22728,FUTBOL INFERIORES,500,18/04/2022
50,22738,FUTBOL INFERIORES,500,18/04/2022
51,22774,FUTBOL INFERIORES,500,18/04/2022
52,22779,FUTBOL INFERIORES,500,18/04/2022
53,22796,FUTBOL INFERIORES,500,18/04/2022
54,22800,FUTBOL INFERIORES,500,18/04/2022
55,22884,FUTBOL INFERIORES,500,18/04/2022
56,22892,FUTBOL INFERIORES,500,18/04/2022
57,22894,FUTBOL INFERIORES,500,18/04/2022
58,22895,FUTBOL INFERIORES,500,18/04/2022
59,22903,FUTBOL INFERIORES,500,18/04/2022
60,22905,FUTBOL INFERIORES,500,18/04/2022
61,22906,FUTBOL INFERIORES,500,18/04/2022
62,22910,FUTBOL INFERIORES,500,18/04/2022
63,22930,FUTBOL INFERIORES,500,18/04/2022
64,22995,FUTBOL INFERIORES,500,18/04/2022
65,23017,FUTBOL INFERIORES,500,18/04/2022
66,23018,FUTBOL INFERIORES,500,18/04/2022
67,23019,FUTBOL INFERIORES,500,18/04/2022
68,23027,FUTBOL INFERIORES,500,18/04/2022
69,23051,FUTBOL INFERIORES,500,18/04/2022
70,23077,FUTBOL INFERIORES,500,18/04/2022
71,23078,FUTBOL INFERIORES,500,18/04/2022
72,23112,FUTBOL INFERIORES,500,18/04/2022
73,23134,FUTBOL INFERIORES,500,18/04/2022
74,23135,FUTBOL INFERIORES,500,18/04/2022
75,23164,FUTBOL INFERIORES,500,18/04/2022
76,23165,FUTBOL INFERIORES,500,18/04/2022
77,23190,FUTBOL INFERIORES,500,18/04/2022
78,23220,FUTBOL INFERIORES,500,18/04/2022
79,23276,FUTBOL INFERIORES,500,18/04/2022
80,23284,FUTBOL INFERIORES,500,18/04/2022
81,23288,FUTBOL INFERIORES,500,18/04/2022
82,23290,FUTBOL INFERIORES,500,18/04/2022
83,23296,FUTBOL INFERIORES,500,18/04/2022
84,23301,FUTBOL INFERIORES,500,18/04/2022
85,23335,FUTBOL INFERIORES,500,18/04/2022
86,23348,FUTBOL INFERIORES,500,18/04/2022
87,23378,FUTBOL INFERIORES,500,18/04/2022
88,23389,FUTBOL INFERIORES,500,18/04/2022
89,23394,FUTBOL INFERIORES,500,18/04/2022
90,23399,FUTBOL INFERIORES,500,18/04/2022
91,23402,FUTBOL INFERIORES,500,18/04/2022
92,23410,FUTBOL INFERIORES,500,18/04/2022
93,23423,FUTBOL INFERIORES,500,18/04/2022
94,23435,FUTBOL INFERIORES,500,18/04/2022
95,23549,FUTBOL INFERIORES,500,18/04/2022
96,23550,FUTBOL INFERIORES,500,18/04/2022
97,23552,FUTBOL INFERIORES,500,18/04/2022
98,23763,FUTBOL INFERIORES,500,18/04/2022
99,23771,FUTBOL INFERIORES,500,18/04/2022
100,23773,FUTBOL INFERIORES,500,18/04/2022
101,23784,FUTBOL INFERIORES,500,18/04/2022
102,23785,FUTBOL INFERIORES,500,18/04/2022
103,23791,FUTBOL INFERIORES,500,18/04/2022
104,23794,FUTBOL INFERIORES,500,18/04/2022
105,23803,FUTBOL INFERIORES,500,18/04/2022
106,23808,FUTBOL INFERIORES,500,18/04/2022
107,23815,FUTBOL INFERIORES,500,18/04/2022
108,23836,FUTBOL INFERIORES,500,18/04/2022
109,23854,FUTBOL INFERIORES,500,18/04/2022
110,23855,FUTBOL INFERIORES,500,18/04/2022
111,23861,FUTBOL INFERIORES,500,18/04/2022
112,23877,FUTBOL INFERIORES,500,18/04/2022
113,23903,FUTBOL INFERIORES,500,18/04/2022
114,23904,FUTBOL INFERIORES,500,18/04/2022
115,23911,FUTBOL INFERIORES,500,18/04/2022
116,23923,FUTBOL INFERIORES,500,18/04/2022
117,23943,FUTBOL INFERIORES,500,18/04/2022
118,23947,FUTBOL INFERIORES,500,18/04/2022
119,23953,FUTBOL INFERIORES,500,18/04/2022
120,23958,FUTBOL INFERIORES,500,18/04/2022
121,23959,FUTBOL INFERIORES,500,18/04/2022
122,23962,FUTBOL INFERIORES,500,18/04/2022
123,23971,FUTBOL INFERIORES,500,18/04/2022
124,23974,FUTBOL INFERIORES,500,18/04/2022
125,23977,FUTBOL INFERIORES,500,18/04/2022
126,23991,FUTBOL INFERIORES,500,18/04/2022
127,24002,FUTBOL INFERIORES,500,18/04/2022
128,24015,FUTBOL INFERIORES,500,18/04/2022
129,24020,FUTBOL INFERIORES,500,18/04/2022
130,24045,FUTBOL INFERIORES,500,18/04/2022
131,24063,FUTBOL INFERIORES,500,18/04/2022
132,24064,FUTBOL INFERIORES,500,18/04/2022
133,24065,FUTBOL INFERIORES,500,18/04/2022
134,24066,FUTBOL INFERIORES,500,18/04/2022
135,24071,FUTBOL INFERIORES,500,18/04/2022
136,24072,FUTBOL INFERIORES,500,18/04/2022
137,24076,FUTBOL INFERIORES,500,18/04/2022
138,24080,FUTBOL INFERIORES,500,18/04/2022
139,24082,FUTBOL INFERIORES,500,18/04/2022
140,24084,FUTBOL INFERIORES,500,18/04/2022
141,24173,FUTBOL INFERIORES,500,18/04/2022
142,24193,FUTBOL INFERIORES,500,18/04/2022
143,24196,FUTBOL INFERIORES,500,18/04/2022
144,24197,FUTBOL INFERIORES,500,18/04/2022
145,24199,FUTBOL INFERIORES,500,18/04/2022
146,24200,FUTBOL INFERIORES,500,18/04/2022
147,24201,FUTBOL INFERIORES,500,18/04/2022
148,24202,FUTBOL INFERIORES,500,18/04/2022
149,24203,FUTBOL INFERIORES,500,18/04/2022
150,24204,FUTBOL INFERIORES,500,18/04/2022
151,24205,FUTBOL INFERIORES,500,18/04/2022
152,24206,FUTBOL INFERIORES,500,18/04/2022
153,24207,FUTBOL INFERIORES,500,18/04/2022
154,24208,FUTBOL INFERIORES,500,18/04/2022
155,24209,FUTBOL INFERIORES,500,18/04/2022
156,24210,FUTBOL INFERIORES,500,18/04/2022
157,24211,FUTBOL INFERIORES,500,18/04/2022
158,24212,FUTBOL INFERIORES,500,18/04/2022
159,24213,FUTBOL INFERIORES,500,18/04/2022
160,24214,FUTBOL INFERIORES,500,18/04/2022
161,24216,FUTBOL INFERIORES,500,18/04/2022
